
LB,45,"Beyer, Brennen",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
TE,86,"Boyle, Nick",ACT,REC,18,YDS,153,AVG,8.5,TDS,0,BAL
FS,31,"Brooks, Terrence",ACT,TCKL,8,SCK,0,FF,0,INT,--,BAL
ILB,59,"Brown, Arthur",ACT,TCKL,2,SCK,0,FF,0,INT,--,BAL
TE,83,"Brown, Daniel",ACT,REC,6,YDS,64,AVG,10.7,TDS,0,BAL
DB,28,"Brown, Sam",RES,TCKL,--,SCK,--,FF,--,INT,--,BAL
OG,61,"Broxton, Jarell",ACT,G,--,GS,--,,,,,BAL
WR,17,"Butler, Jeremy",ACT,REC,31,YDS,363,AVG,11.7,TDS,0,BAL
DB,33,"Byndom, Carrington",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
WR,15,"Campanaro, Michael",ACT,REC,5,YDS,35,AVG,7,TDS,0,BAL
CB,49,"Canady, Maurice",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
LB,56,"Carter, Chris",ACT,TCKL,10,SCK,0,FF,0,INT,0,BAL
T,63,"Clausell, Blaine",ACT,G,--,GS,--,,,,,BAL
WR,16,"Clay, Kaelin",RES,REC,--,YDS,--,AVG,--,TDS,--,BAL
DT,70,"Coley, Trevon",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
WR,11,"Collins, Dobson",ACT,REC,--,YDS,--,AVG,--,TDS,--,BAL
LB,53,"Conner, Kavell",ACT,TCKL,22,SCK,0,FF,0,INT,--,BAL
LB,51,"Correa, Kamalei",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
LS,46,"Cox, Morgan",ACT,G,16,GS,0,,,,,BAL
DE,94,"Davis, Carl",ACT,TCKL,11,SCK,0,FF,0,INT,--,BAL
SS,39,"Davis, Will",ACT,TCKL,1,SCK,0,FF,0,INT,0,BAL
RB,30,"Dixon, Kenneth",ACT,CAR,--,YDS,--,AVG,--,TDS,--,BAL
OT,62,"Ducasse, Vladimir",ACT,G,16,GS,11,,,,,BAL
OLB,58,"Dumervil, Elvis",ACT,TCKL,48,SCK,6,FF,1,INT,--,BAL
SS,26,"Elam, Matt",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
C,65,"Fabiano, Anthony",ACT,G,--,GS,--,,,,,BAL
QB,5,"Flacco, Joe",ACT,TDS,14,INT,12,YDS,2791.0,RTG,83.1,BAL
RB,29,"Forsett, Justin",ACT,CAR,151,YDS,641,AVG,4.2,TDS,2,BAL
TE,80,"Gillmore, Crockett",ACT,REC,33,YDS,412,AVG,12.5,TDS,4,BAL
DE,93,"Guy, Lawrence",ACT,TCKL,46,SCK,4.5,FF,0,INT,--,BAL
DT,69,"Henry, Willie",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
RB,33,"Houston, Stephen",ACT,CAR,--,YDS,--,AVG,--,TDS,--,BAL
T,74,"Hurst, James",ACT,G,16,GS,8,,,,,BAL
WR,85,"Jacobs, Chuck",ACT,REC,--,YDS,--,AVG,--,TDS,--,BAL
OG,66,"Jensen, Ryan",ACT,G,11,GS,6,,,,,BAL
DE,99,"Jernigan, Timmy",ACT,TCKL,37,SCK,4,FF,0,INT,--,BAL
QB,8,"Johnson, Jerrod",ACT,TDS,--,INT,--,YDS,--,RTG,--,BAL
QB,2,"Johnson, Josh",ACT,TDS,0,INT,0,YDS,0,RTG,0,BAL
LB,91,"Judon, Matt",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
FB,44,"Juszczyk, Kyle",ACT,CAR,2,YDS,3,AVG,1.5,TDS,0,BAL
DE,92,"Kaufusi, Bronson",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
P,4,"Koch, Sam",ACT,PUNTS,74,AVG,46.7,LNG,67,IN 20,29,BAL
CB,41,"Levine, Anthony",ACT,TCKL,7,SCK,0,FF,1,INT,--,BAL
OT,72,"Lewis, Alex",ACT,G,--,GS,--,,,,,BAL
FS,23,"Lewis, Kendrick",ACT,TCKL,61,SCK,0,FF,1,INT,--,BAL
DE,95,"Lewis-Moore, Kapron",ACT,TCKL,3,SCK,0,FF,0,INT,--,BAL
LB,,"Luckett, Cavellis",RES,TCKL,--,SCK,--,FF,--,INT,--,BAL
K,3,"Lutz, Will",ACT,FGA,--,FGM,--,PCT,--,LNG,--,BAL
QB,13,"Mallett, Ryan",ACT,TDS,5,INT,6,YDS,1336.0,RTG,67.9,BAL
WR,84,"Matthews, Chris",ACT,REC,13,YDS,151,AVG,11.6,TDS,1,BAL
OLB,50,"McClellan, Albert",ACT,TCKL,17,SCK,1,FF,0,INT,--,BAL
WR,10,"Moore, Chris",ACT,REC,--,YDS,--,AVG,--,TDS,--,BAL
ILB,57,"Mosley, C.J.",ACT,TCKL,117,SCK,4,FF,1,INT,--,BAL
OT,67,"Nembot, Stephane",ACT,G,--,GS,--,,,,,BAL
LB,40,"Ochi, Victor",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
LB,42,"Ojemudia, Mario",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
LB,48,"Onwuasor, Patrick",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
LB,54,"Orr, Zach",ACT,TCKL,22,SCK,1,FF,0,INT,--,BAL
WR,18,"Perriman, Breshad",ACT,REC,--,YDS,--,AVG,--,TDS,--,BAL
DT,78,"Pierce, Michael",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
TE,88,"Pitta, Dennis",ACT,REC,--,YDS,--,AVG,--,TDS,--,BAL
DB,36,"Powers, Jerraud",ACT,TCKL,52,SCK,1,FF,0,INT,1,BAL
CB,27,"Price, Sheldon",ACT,TCKL,1,SCK,0,FF,0,INT,0,BAL
WR,81,"Reynolds, Keenan",ACT,REC,--,YDS,--,AVG,--,TDS,--,BAL
DB,38,"Rolle, Jumal",RES,TCKL,3,SCK,0,FF,0,INT,0,BAL
C,68,"Skura, Matt",ACT,G,--,GS,--,,,,,BAL
CB,22,"Smith, Jimmy",ACT,TCKL,54,SCK,1,FF,0,INT,3,BAL
WR,89,"Smith, Steve",ACT,REC,46,YDS,670,AVG,14.6,TDS,3,BAL
LB,90,"Smith, Za'Darius",ACT,TCKL,30,SCK,5.5,FF,0,INT,--,BAL
OT,79,"Stanley, Ronnie",ACT,G,--,GS,--,,,,,BAL
OLB,55,"Suggs, Terrell",ACT,TCKL,0,SCK,--,FF,--,INT,--,BAL
RB,34,"Taliaferro, Lorenzo",ACT,CAR,13,YDS,47,AVG,3.6,TDS,1,BAL
K,9,"Tucker, Justin",ACT,FGA,40,FGM,33,PCT,82.5,LNG,52,BAL
DE,96,"Urban, Brent",ACT,TCKL,11,SCK,1,FF,0,INT,--,BAL
C,64,"Urschel, John",ACT,G,16,GS,7,,,,,BAL
T,71,"Wagner, Ricky",ACT,G,16,GS,16,,,,,BAL
WR,12,"Wallace, Mike",ACT,REC,39,YDS,473,AVG,12.1,TDS,2,BAL
TE,84,"Waller, Darren",ACT,REC,2,YDS,18,AVG,9,TDS,0,BAL
TE,82,"Watson, Benjamin",ACT,REC,74,YDS,825,AVG,11.1,TDS,6,BAL
CB,21,"Webb, Lardarius",ACT,TCKL,54,SCK,0,FF,0,INT,1,BAL
DB,32,"Weddle, Eric",ACT,TCKL,78,SCK,0.5,FF,0,INT,--,BAL
T,77,"Wesley, De'Ondre",ACT,G,7,GS,0,,,,,BAL
RB,28,"West, Terrance",ACT,CAR,62,YDS,231,AVG,3.7,TDS,0,BAL
WR,6,"White, Darius",ACT,REC,--,YDS,--,AVG,--,TDS,--,BAL
NT,98,"Williams, Brandon",ACT,TCKL,53,SCK,2,FF,1,INT,--,BAL
TE,87,"Williams, Maxx",ACT,REC,32,YDS,268,AVG,8.4,TDS,1,BAL
CB,47,"Wilson, Julian",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
CB,35,"Wright, Shareece",ACT,TCKL,40,SCK,0,FF,0,INT,0,BAL
G,73,"Yanda, Marshal",ACT,G,16,GS,16,,,,,BAL
CB,43,"Young, Tavon",ACT,TCKL,--,SCK,--,FF,--,INT,--,BAL
C,53,"Zuttah, Jeremy",ACT,G,9,GS,9,,,,,BAL
WR,15,"Alford, Mario",ACT,REC,1,YDS,15,AVG,15,TDS,0,CIN
DT,97,"Atkins, Geno",ACT,TCKL,42,SCK,11,FF,1,INT,--,CIN
WR,80,"Bennett, Michael",ACT,REC,--,YDS,--,AVG,--,TDS,--,CIN
RB,25,"Bernard, Giovani",ACT,CAR,154,YDS,730,AVG,4.7,TDS,2,CIN
NT,75,"Billings, Andrew",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
C,61,"Bodine, Russell",ACT,G,16,GS,16,,,,,CIN
G,65,"Boling, Clint",ACT,G,16,GS,16,,,,,CIN
FB,40,"Bonnet, Andrew",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CIN
WR,83,"Boyd, Tyler",ACT,REC,--,YDS,--,AVG,--,TDS,--,CIN
DB,23,"Brown, Chykie",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
K,,"Brown, Jon",RES,FGA,--,FGM,--,PCT,--,LNG,--,CIN
DE,76,"Brown, Ryan",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
OLB,55,"Burfict, Vontaze",ACT,TCKL,74,SCK,1,FF,0,INT,2,CIN
RB,33,"Burkhead, Rex",ACT,CAR,4,YDS,4,AVG,1,TDS,0,CIN
RB,39,"Carson, Tra",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CIN
DE,93,"Clarke, Will",ACT,TCKL,4,SCK,0.5,FF,0,INT,--,CIN
OG,64,"Cooper, Alex",ACT,G,--,GS,--,,,,,CIN
WR,16,"Core, Cody",ACT,REC,--,YDS,--,AVG,--,TDS,--,CIN
QB,14,"Dalton, Andy",ACT,TDS,25,INT,7,YDS,3250.0,RTG,106.2,CIN
LB,56,"Dansby, Karlos",ACT,TCKL,108,SCK,0,FF,2,INT,3,CIN
OLB,47,"Dawson, P.J.",ACT,TCKL,12,SCK,0,FF,0,INT,--,CIN
DT,71,"Dean, David",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
CB,21,"Dennard, Darqueze",ACT,TCKL,20,SCK,0,FF,0,INT,1,CIN
LB,51,"DiManche, Jayson",ACT,TCKL,0,SCK,--,FF,--,INT,--,CIN
DE,96,"Dunlap, Carlos",ACT,TCKL,55,SCK,13.5,FF,2,INT,--,CIN
TE,85,"Eifert, Tyler",ACT,REC,52,YDS,615,AVG,11.8,TDS,13,CIN
OT,72,"Epps, Aaron",ACT,G,--,GS,--,,,,,CIN
WR,12,"Erickson, Alex",ACT,REC,--,YDS,--,AVG,--,TDS,--,CIN
SAF,42,"Fejedelem, Clayton",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
OT,74,"Fisher, Jake",ACT,G,14,GS,1,,,,,CIN
OLB,53,"Flowers, Marquis",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
DE,95,"Gangwish, Jack",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
WR,82,"Grant, Antwane",ACT,REC,--,YDS,--,AVG,--,TDS,--,CIN
WR,18,"Green, A.J.",ACT,REC,86,YDS,1297.0,AVG,15.1,TDS,10,CIN
DT,91,"Hardison, Marcus",ACT,TCKL,0,SCK,--,FF,--,INT,--,CIN
LS,46,"Harris, Clark",ACT,G,16,GS,0,,,,,CIN
OLB,45,"Harris, Darien",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
TE,89,"Hewitt, Ryan",ACT,REC,8,YDS,99,AVG,12.4,TDS,0,CIN
RB,34,"Hill, Bronson",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CIN
RB,32,"Hill, Jeremy",ACT,CAR,223,YDS,794,AVG,3.6,TDS,11,CIN
CB,28,"Hillary, Darius",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
K,4,"Hocker, Zach",ACT,FGA,14,FGM,10,PCT,71.4,LNG,51,CIN
G,66,"Hopkins, Trey",ACT,G,--,GS,--,,,,,CIN
P,10,"Huber, Kevin",ACT,PUNTS,68,AVG,45.8,LNG,67,IN 20,22,CIN
DE,99,"Hunt, Margus",ACT,TCKL,2,SCK,0,FF,0,INT,--,CIN
SS,43,"Iloka, George",ACT,TCKL,47,SCK,0,FF,0,INT,1,CIN
CB,22,"Jackson, William",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
C,60,"Johnson, T.J.",ACT,G,12,GS,0,,,,,CIN
DE,90,"Johnson, Michael",ACT,TCKL,42,SCK,5,FF,3,INT,--,CIN
CB,24,"Jones, Adam",ACT,TCKL,62,SCK,1,FF,1,INT,3,CIN
CB,27,"Kirkpatrick, Dre",ACT,TCKL,70,SCK,0,FF,0,INT,--,CIN
TE,81,"Kroft, Tyler",ACT,REC,11,YDS,129,AVG,11.7,TDS,1,CIN
WR,84,"Kumerow, Jake",ACT,REC,--,YDS,--,AVG,--,TDS,--,CIN
WR,11,"LaFell, Brandon",ACT,REC,37,YDS,515,AVG,13.9,TDS,0,CIN
TE,88,"Lengel, Matt",ACT,REC,--,YDS,--,AVG,--,TDS,--,CIN
CB,37,"Lewis-Harris, Chris",ACT,TCKL,4,SCK,0,FF,0,INT,0,CIN
QB,8,"Licata, Joe",ACT,TDS,--,INT,--,YDS,--,RTG,--,CIN
FB,44,"Luc, Jeff",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CIN
MLB,58,"Maualuga, Rey",ACT,TCKL,75,SCK,0,FF,0,INT,1,CIN
QB,5,"McCarron, AJ",ACT,TDS,6,INT,2,YDS,854,RTG,97.1,CIN
CB,29,"McRae, Tony",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
K,2,"Nugent, Mike",ACT,FGA,28,FGM,23,PCT,82.1,LNG,52,CIN
OT,70,"Ogbuehi, Cedric",ACT,G,5,GS,0,,,,,CIN
RB,30,"Peerman, Cedric",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CIN
DT,94,"Peko, Domata",ACT,TCKL,35,SCK,5,FF,0,INT,--,CIN
TE,48,"Peters, John",ACT,REC,--,YDS,--,AVG,--,TDS,--,CIN
DB,41,"Raven, Floyd",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
OG,62,"Redmond, Alex",ACT,G,--,GS,--,,,,,CIN
OLB,57,"Rey, Vincent",ACT,TCKL,98,SCK,1,FF,0,INT,1,CIN
LB,52,"Roach, Trevor",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
WR,17,"Russell, Alonzo",ACT,REC,--,YDS,--,AVG,--,TDS,--,CIN
CB,26,"Shaw, Josh",ACT,TCKL,23,SCK,0,FF,0,INT,--,CIN
WR,13,"Simonise, Rashaun",ACT,REC,--,YDS,--,AVG,--,TDS,--,CIN
DT,92,"Sims, Pat",ACT,TCKL,16,SCK,0,FF,0,INT,--,CIN
FS,31,"Smith, Derron",ACT,TCKL,4,SCK,0,FF,0,INT,--,CIN
WR,19,"Tate, Brandon",ACT,REC,2,YDS,59,AVG,29.5,TDS,1,CIN
DT,98,"Thompson, Brandon",ACT,TCKL,8,SCK,0.5,FF,0,INT,--,CIN
OG,67,"Thurman, Trip",ACT,G,--,GS,--,,,,,CIN
DB,38,"Tindal, Corey",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
TE,87,"Uzomah, C.J.",ACT,REC,1,YDS,4,AVG,4,TDS,0,CIN
ILB,59,"Vigil, Nick",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
OT,79,"Weidenaar, John",ACT,G,--,GS,--,,,,,CIN
QB,3,"Wenning, Keith",ACT,TDS,--,INT,--,YDS,--,RTG,0,CIN
OG,63,"Westerman, Christian",ACT,G,--,GS,--,,,,,CIN
T,77,"Whitworth, Andrew",ACT,G,16,GS,16,,,,,CIN
DT,69,"Williams, DeShawn",ACT,TCKL,--,SCK,--,FF,--,INT,--,CIN
SS,36,"Williams, Shawn",ACT,TCKL,32,SCK,0,FF,0,INT,2,CIN
DB,27,"Wilson, Jimmy",ACT,TCKL,44,SCK,1,FF,0,INT,1,CIN
T,73,"Winston, Eric",ACT,G,13,GS,2,,,,,CIN
WR,86,"Wright, James",ACT,REC,--,YDS,--,AVG,--,TDS,--,CIN
G,68,"Zeitler, Kevin",ACT,G,16,GS,16,,,,,CIN
DT,97,"Adeyemi, Kenton",ACT,TCKL,0,SCK,0,FF,0,INT,0,CLE
ILB,54,"Alexander, Dominique",ACT,TCKL,--,SCK,--,FF,--,INT,--,CLE
