
571479,Andrew Bellatti,P,TB,Tampa Bay Rays,R,R,1991,59597,bellaan01,Andrew Bellatti,2167509,Andrew Bellatti,RP,33811,Andrew Bellatti,RP,10657,Andrew Bellatti,,9962,Andrew Bellatti,P,bella001,Andrew Bellatti,5/9/2015,9962,Andrew Bellatti,RP,
643217,Andrew Benintendi,LF,BOS,Boston Red Sox,L,L,1994,105574,,,2184354,Andrew Benintendi,LF,34986,Andrew Benintendi,LF,17901,Andrew Benintendi,,10159,Andrew Benintendi,LF,,,8/2/2016,10159,Andrew Benintendi,CF,LF1
518500,Andrew Brown,OF,OAK,Oakland Athletics,R,R,1984,55633,brownan02,Andrew Brown,1811889,Andrew Brown,LF,31409,Andrew Brown,LF,3837,Andrew Brown,brownan02,8966,Andrew Brown,LF,browa003,Andrew Brown,6/12/2011,8966,Andrew Brown,LF/RF,
446398,Andrew Carignan,P,OAK,Oakland Athletics,R,R,1986,57666,carigan01,Andrew Carignan,1655625,Andrew Carignan,RP,30034,Andrew Carignan,RP,2431,Andrew Carignan,carigan01,9055,Andrew Carignan,P,caria001,Andrew Carignan,9/2/2011,9055,Andrew Carignan,RP,
488768,Andrew Cashner,P,MIA,Miami Marlins,R,R,1986,58136,cashnan01,Andrew Cashner,1661425,Andrew Cashner,SP,30134,Andrew Cashner,SP,8782,Andrew Cashner,cashnan01,8627,Andrew Cashner,P,casha001,Andrew Cashner,5/31/2010,8627,Andrew Cashner,SP/RP,SP3
605177,Andrew Chafin,P,ARI,Arizona Diamondbacks,R,L,1990,70436,chafian01,Andrew Chafin,1967936,Andrew Chafin,RP,32810,Andrew Chafin,RP,12988,Andrew Chafin,chafian01,9782,Andrew Chafin,P,chafa001,Andrew Chafin,8/13/2014,9782,Andrew Chafin,RP,
605226,Andrew Faulkner,P,TEX,Texas Rangers,R,L,1992,70442,faulkan01,Andrew Faulkner,2170002,Andrew Faulkner,RP,34581,Andrew Faulkner,RP,12982,Andrew Faulkner,,10062,Andrew Faulkner,P,faula001,Andrew Faulkner,8/31/2015,10062,Andrew Faulkner,RP,
571760,Andrew Heaney,P,LAA,Los Angeles Angels,L,L,1991,99874,heanean01,Andrew Heaney,2036439,Andrew Heaney,SP,32672,Andrew Heaney,SP,15423,Andrew Heaney,heanean01,9586,Andrew Heaney,P,heana001,Andrew Heaney,6/19/2014,9586,Andrew Heaney,SP,
518911,Andrew Lambo,RF,OAK,Oakland Athletics,L,L,1988,56566,lamboan01,Andrew Lambo,1671051,Andrew Lambo,LF,31028,Andrew Lambo,LF,5386,Andrew Lambo,lamboan01,9489,Andrew Lambo,RF,lamba001,Andrew Lambo,8/13/2013,9489,Andrew Lambo,RF/LF,
643354,Donnie Hart,P,BAL,Baltimore Orioles,L,L,1990,103391,,,2170700,Donnie Hart,RP,35125,Donnie Hart,RP,15306,Donnie Hart,,10342,Donnie Hart,P,,,,10342,Donnie Hart,RP,
457705,Andrew McCutchen,CF,PIT,Pittsburgh Pirates,R,R,1986,46400,mccutan01,Andrew McCutchen,1103290,Andrew McCutchen,CF,28701,Andrew McCutchen,CF,9847,Andrew McCutchen,mccutan01,7977,Andrew McCutchen,CF,mccua001,Andrew McCutchen,6/4/2009,7977,Andrew McCutchen,CF,CF1
605374,Andrew McKirahan,P,ATL,Atlanta Braves,R,L,1990,70471,mckiran01,Andrew McKirahan,1955182,Andrew McKirahan,RP,32233,Andrew McKirahan,RP,12870,Andrew McKirahan,,9911,Andrew McKirahan,P,mckia001,Andrew McKirahan,4/12/2015,9911,Andrew McKirahan,RP,
453192,Andrew Miller,P,CLE,Cleveland Indians,L,L,1985,49617,millean01,Andrew Miller,1116708,Andrew Miller,RP,28563,Andrew Miller,RP,6785,Andrew Miller,millean01,7847,Andrew Miller,P,milla002,Andrew Miller,8/30/2006,7847,Andrew Miller,RP,RP2
461865,Andrew Romine,3B,DET,Detroit Tigers,S,R,1985,54877,rominan01,Andrew Romine,1599178,Andrew Romine,3B,29330,Andrew Romine,3B,1159,Andrew Romine,rominan01,8842,Andrew Romine,SS,romia001,Andrew Romine,9/24/2010,8842,Andrew Romine,SS/3B,CF2
572180,Andrew Susac,C,MIL,Milwaukee Brewers,R,R,1990,70779,susacan01,Andrew Susac,1937573,Andrew Susac,C,32062,Andrew Susac,C,13132,Andrew Susac,susacan01,9131,Andrew Susac,C,susaa001,Andrew Susac,7/26/2014,9131,Andrew Susac,C,
476531,Andrew Taylor,P,LAA,Anaheim Angels,R,L,1986,58730,tayloan01,Andrew Taylor,1735058,Andrew Taylor,RP,30568,Andrew Taylor,RP,7896,Andrew Taylor,tayloan01,9289,Andrew Taylor,P,tayla002,Andrew Taylor,9/27/2012,9289,Andrew Taylor,RP,
592808,Andrew Toles,RF,LAD,Los Angeles Dodgers,L,R,1992,68700,,,2114642,Andrew Toles,CF,33222,Andrew Toles,CF,13414,Andrew Toles,,10341,Andrew Toles,CF,,,7/8/2016,10341,Andrew Toles,CF,
592811,Andrew Triggs,P,OAK,Oakland Athletics,R,R,1989,68702,,,2119338,Andrew Triggs,RP,33589,Andrew Triggs,RP,13533,Andrew Triggs,,10280,Andrew Triggs,P,,,4/25/2016,10280,Andrew Triggs,RP,RP8
599819,Andrew Werner,P,OAK,Oakland Athletics,L,L,1987,69017,wernean01,Andrew Werner,2008566,Andrew Werner,SP,32568,Andrew Werner,SP,11783,Andrew Werner,wernean01,9274,Andrew Werner,P,werna001,Andrew Werner,8/22/2012,9274,Andrew Werner,SP,
116662,Andruw Jones,OF,NYY,New York Yankees,R,R,1977,86,jonesan01,Andruw Jones,7764,Andruw Jones,LF,3520,Andruw Jones,LF,96,Andruw Jones,jonesan01,5681,Andruw Jones,OF,jonea002,Andruw Jones,8/15/1996,5681,Andruw Jones,LF,
524349,Andury Acevedo,P,CHC,Chicago Cubs,R,R,1990,57627,,,2210866,Andury Acevedo,RP,34879,Andury Acevedo,RP,sa395471,Andury Acevedo,,,,,,,2/2/2222,,,,
542992,Andy Burns,3B,TOR,Toronto Blue Jays,R,R,1990,70295,,,1954558,Andy Burns,LF,32019,Andy Burns,LF,sa455489,Andy Burns,,10284,Andy Burns,SS,,,5/9/2016,10284,Andy Burns,SS,
543108,Andy Dirks,LF,TOR,Toronto Blue Jays,L,L,1986,57797,dirksan01,Andy Dirks,1669882,Andy Dirks,LF,31006,Andy Dirks,LF,6453,Andy Dirks,dirksan01,8927,Andy Dirks,LF,dirka001,Andy Dirks,5/16/2011,8927,Andy Dirks,LF,
451188,Andy LaRoche,3B,CWS,Chicago White Sox,R,R,1983,45443,larocan01,Andy LaRoche,580525,Andy LaRoche,3B,28652,Andy LaRoche,3B,6444,Andy LaRoche,larocan01,7928,Andy LaRoche,3B,laroa002,Andy LaRoche,5/6/2007,7928,Andy LaRoche,3B/SS,
429708,Andy Marte,3B,ARI,Arizona Diamondbacks,R,R,1983,31354,martean01,Andy Marte,490091,Andy Marte,3B,5916,Andy Marte,3B,3203,Andy Marte,martean01,7291,Andy Marte,3B,marta004,Andy Marte,6/7/2005,7291,Andy Marte,3B,
501989,Andy Oliver,P,PHI,Philadelphia Phillies,L,L,1987,64670,olivean01,Andy Oliver,1740981,Andy Oliver,RP,30764,Andy Oliver,RP,10257,Andrew Oliver,olivean01,8752,Andy Oliver,P,oliva002,Andy Oliver,6/25/2010,8752,Andy Oliver,SP,
519107,Andy Parrino,SS,OAK,Oakland Athletics,S,R,1985,57265,parrian01,Andy Parrino,1602166,Andy Parrino,2B,30339,Andy Parrino,2B,3972,Andy Parrino,parrian01,9027,Andy Parrino,SS,parra001,Andy Parrino,8/26/2011,9027,Andy Parrino,SS/3B,
519421,Andy Wilkins,1B,MIL,Milwaukee Brewers,L,R,1988,65923,wilkian01,Andy Wilkins,1954877,Andy Wilkins,1B,31814,Andy Wilkins,1B,11251,Andy Wilkins,wilkian01,9802,Andy Wilkins,1B,wilka002,Andy Wilkins,8/31/2014,9802,Andy Wilkins,1B/3B,1B2
502162,Angel Castro,P,OAK,Oakland Athletics,R,R,1982,50162,castran01,Angel Castro,2044248,Angel Castro,RP,30005,Angel Castro,RP,3243,Angel Castro,,9960,Angel Castro,P,casta004,Angel Castro,5/9/2015,9960,Angel Castro,RP,
553970,Angel Nesbitt,P,DET,Detroit Tigers,R,R,1990,66094,nesbian01,Angel Nesbitt,2159713,Angel Nesbitt,RP,33645,Angel Nesbitt,RP,13415,Angel Nesbitt,,9848,Angel Nesbitt,P,nesba001,Angel Nesbitt,4/8/2015,9848,Angel Nesbitt,RP,
434636,Angel Pagan,LF,SF,San Francisco Giants,S,R,1981,40737,paganan01,Angel Pagan,490155,Angel Pagan,LF,6488,Angel Pagan,LF,2918,Angel Pagan,paganan01,7717,Angel Pagan,LF,pagaa001,Angel Pagan,4/3/2006,7717,Angel Pagan,CF/LF,LF1
447816,Angel Sanchez,2B,CWS,Chicago White Sox,R,R,1983,48867,sanchan02,Angel Sanchez,1959497,Angel Sanchez,SP,,,,3492,Angel Sanchez,sanchan02,7898,Angel Sanchez,SS,sanca005,Angel Sanchez,9/23/2006,7898,Angel Sanchez,SS/2B,
434671,Anibal Sanchez,P,DET,Detroit Tigers,R,R,1984,45578,sanchan01,Anibal Sanchez,533212,Anibal Sanchez,SP,6472,Anibal Sanchez,SP,3284,Anibal Sanchez,sanchan01,7701,Anibal Sanchez,P,sanca004,Anibal Sanchez,6/25/2006,7701,Anibal Sanchez,SP,SP4
542914,Anthony Bass,P,SEA,Seattle Mariners,R,R,1987,58823,bassan01,Anthony Bass,1793606,Anthony Bass,RP,31144,Anthony Bass,RP,7982,Anthony Bass,bassan01,8965,Anthony Bass,P,bassa001,Anthony Bass,6/13/2011,8965,Anthony Bass,RP,
543101,Anthony DeSclafani,P,CIN,Cincinnati Reds,R,R,1990,70803,desclan01,Anthony DeSclafani,2117049,Anthony DeSclafani,SP,33180,Anthony DeSclafani,SP,13050,Anthony DeSclafani,desclan01,9703,Anthony DeSclafani,P,desca001,Anthony DeSclafani,5/14/2014,9703,Anthony DeSclafani,SP,SP1
571685,Anthony Garcia,LF,STL,St. Louis Cardinals,R,R,1992,60687,,,2046359,Anthony Garcia,LF,31825,Anthony Garcia,LF,sa502038,Anthony Garcia,,,,,,,2/2/2222,,,,
543238,Anthony Gose,CF,DET,Detroit Tigers,L,L,1990,57905,gosean01,Anthony Gose,1758976,Anthony Gose,CF,31048,Anthony Gose,CF,5097,Anthony Gose,gosean01,9120,Anthony Gose,CF,gosea001,Anthony Gose,7/17/2012,9120,Anthony Gose,CF/LF,
519168,Anthony Ranaudo,P,CWS,Chicago White Sox,R,R,1989,68405,ranauan01,Anthony Ranaudo,1765817,Anthony Ranaudo,RP,31215,Anthony Ranaudo,RP,11424,Anthony Ranaudo,ranauan01,9548,Anthony Ranaudo,P,ranaa001,Anthony Ranaudo,8/1/2014,9548,Anthony Ranaudo,SP/RP,
489232,Anthony Recker,C,ATL,Atlanta Braves,R,R,1983,46537,reckean01,Anthony Recker,1520598,Anthony Recker,C,29490,Anthony Recker,C,4063,Anthony Recker,reckean01,9023,Anthony Recker,C,recka001,Anthony Recker,8/25/2011,9023,Anthony Recker,C,C2
543685,Anthony Rendon,3B,WSH,Washington Nationals,R,R,1990,70755,rendoan01,Anthony Rendon,1894625,Anthony Rendon,3B,32098,Anthony Rendon,3B,12861,Anthony Rendon,rendoan01,9106,Anthony Rendon,3B,renda001,Anthony Rendon,4/21/2013,9106,Anthony Rendon,3B/2B,3B1
519203,Anthony Rizzo,1B,CHC,Chicago Cubs,L,L,1989,57514,rizzoan01,Anthony Rizzo,1670417,Anthony Rizzo,1B,30782,Anthony Rizzo,1B,3473,Anthony Rizzo,rizzoan01,8868,Anthony Rizzo,1B,rizza001,Anthony Rizzo,6/9/2011,8868,Anthony Rizzo,1B,1B1
461872,Anthony Swarzak,P,NYY,New York Yankees,R,R,1985,46761,swarzan01,Anthony Swarzak,1102983,Anthony Swarzak,RP,30153,Anthony Swarzak,RP,7466,Anthony Swarzak,swarzan01,8479,Anthony Swarzak,P,swara001,Anthony Swarzak,5/23/2009,8479,Anthony Swarzak,RP,RP4
460008,Anthony Varvaro,P,BOS,Boston Red Sox,R,R,1984,52044,varvaan01,Anthony Varvaro,1725463,Anthony Varvaro,RP,30386,Anthony Varvaro,RP,2385,Anthony Varvaro,varvaan01,8840,Anthony Varvaro,P,varva001,Anthony Varvaro,9/24/2010,8840,Anthony Varvaro,RP,
592091,A.J. Achter,P,LAA,Los Angeles Angels,R,R,1988,66919,achteaj01,A.J. Achter,2146207,A.J. Achter,RP,33637,A.J. Achter,RP,11387,A.J. Achter,achteaj01,9824,A.J. Achter,P,achta001,A.J. Achter,9/3/2014,9824,A.J. Achter,RP,RP8
150359,A.J. Burnett,P,PIT,Pittsburgh Pirates,R,R,1977,493,burnea.01,A.J. Burnett,21508,A.J. Burnett,SP,4153,A.J. Burnett,SP,512,A.J. Burnett,burneaj01,6314,A.J. Burnett,P,burna001,A.J. Burnett,8/17/1999,6314,A.J. Burnett,SP,
595918,A.J. Cole,P,WSH,Washington Nationals,R,R,1992,68086,coleaj01,A.J. Cole,1839916,A.J. Cole,RP,31595,A.J. Cole,RP,11467,A.J. Cole,,9638,A.J. Cole,P,colea002,A.J. Cole,4/28/2015,9638,A.J. Cole,RP/SP,
454560,A.J. Ellis,C,LAD,Los Angeles Dodgers,R,R,1981,47564,ellisaj01,A.J. Ellis,1104367,A.J. Ellis,C,29258,A.J. Ellis,C,5677,A.J. Ellis,ellisaj01,8373,A.J. Ellis,C,ellia001,A.J. Ellis,9/15/2008,8373,A.J. Ellis,C,C2
456167,A.J. Griffin,P,TEX,Texas Rangers,R,R,1988,65757,griffaj01,A.J. Griffin,1974327,A.J. Griffin,SP,32559,A.J. Griffin,SP,11132,A.J. Griffin,griffaj01,9220,A.J. Griffin,P,grifa002,A.J. Griffin,6/24/2012,9220,A.J. Griffin,SP,SP4
543362,A.J. Jimenez,C,TOR,Toronto Blue Jays,R,R,1990,58320,,,1798970,A.J. Jimenez,C,31050,A.J. Jimenez,C,sa454887,A.J. Jimenez,,,,,,,2/2/2222,,,,
571963,A.J. Morris,P,CIN,Cincinnati Reds,R,R,1986,60630,,,2119768,A.J. Morris,RP,31602,A.J. Morris,RP,,,,10301,A.J. Morris,P,,,5/24/2016,10301,A.J. Morris,RP,
150229,A.J. Pierzynski,C,ATL,Atlanta Braves,L,R,1976,1501,pierza.01,A.J. Pierzynski,18720,A.J. Pierzynski,C,3948,A.J. Pierzynski,C,746,A.J. Pierzynski,pierzaj01,6109,A.J. Pierzynski,C,piera001,A.J. Pierzynski,9/9/1998,6109,A.J. Pierzynski,C,C1
572041,A.J. Pollock,CF,ARI,Arizona Diamondbacks,R,R,1987,60932,polloaj01,A.J. Pollock,1740992,A.J. Pollock,CF,30699,A.J. Pollock,CF,9256,A.J. Pollock,polloaj01,9157,A.J. Pollock,CF,polla001,A.J. Pollock,4/18/2012,9157,A.J. Pollock,CF,
573109,A.J. Ramos,P,MIA,Miami Marlins,R,R,1986,60504,ramosaj01,A.J. Ramos,1945284,A.J. Ramos,RP,32104,A.J. Ramos,RP,8350,A.J. Ramos,ramosaj01,9298,A.J. Ramos,P,ramoa001,A.J. Ramos,9/4/2012,9298,A.J. Ramos,RP,
607223,A.J. Reed,1B,HOU,Houston Astros,L,L,1993,70972,,,2165914,A.J. Reed,1B,33674,A.J. Reed,1B,16246,A.J. Reed,,10184,A.J. Reed,1B,,,6/25/2016,10184,A.J. Reed,1B,1B3
519263,A.J. Schugel,P,PIT,Pittsburgh Pirates,R,R,1989,65910,schugaj01,A.J. Schugel,1953535,A.J. Schugel,RP,32202,A.J. Schugel,RP,11432,A.J. Schugel,,9927,A.J. Schugel,P,schua001,A.J. Schugel,4/12/2015,9927,A.J. Schugel,RP,
571437,Aaron Altherr,CF,PHI,Philadelphia Phillies,R,R,1991,59584,altheaa01,Aaron Altherr,2107840,Aaron Altherr,RF,31738,Aaron Altherr,RF,11270,Aaron Altherr,altheaa01,9734,Aaron Altherr,RF,altha001,Aaron Altherr,6/16/2014,9734,Aaron Altherr,LF,CF2
502578,Aaron Barrett,P,WSH,Washington Nationals,R,R,1988,65829,barreaa01,Aaron Barrett,2052550,Aaron Barrett,RP,33005,Aaron Barrett,RP,11243,Aaron Barrett,barreaa01,9650,Aaron Barrett,P,barra001,Aaron Barrett,3/31/2014,9650,Aaron Barrett,RP,
594760,Aaron Blair,P,ATL,Atlanta Braves,R,R,1992,68746,,,2066705,Aaron Blair,SP,33186,Aaron Blair,SP,14934,Aaron Blair,,9852,Aaron Blair,P,,,4/24/2016,9852,Aaron Blair,SP,
605156,Aaron Brooks,P,CHC,Chicago Cubs,R,R,1990,69523,brookaa01,Aaron Brooks,2113510,Aaron Brooks,SP,33124,Aaron Brooks,SP,12272,Aaron Brooks,brookaa01,9668,Aaron Brooks,P,brooa001,Aaron Brooks,5/3/2014,9668,Aaron Brooks,RP,
543070,Aaron Crow,P,MIA,Miami Marlins,R,R,1986,61058,crowaa01,Aaron Crow,1707904,Aaron Crow,RP,30495,Aaron Crow,RP,10149,Aaron Crow,crowaa01,8662,Aaron Crow,P,crowa001,Aaron Crow,3/31/2011,8662,Aaron Crow,RP,
488811,Aaron Cunningham,OF,CHC,Chicago Cubs,R,R,1986,49302,cunniaa01,Aaron Cunningham,1208650,Aaron Cunningham,LF,28969,Aaron Cunningham,LF,4087,Aaron Cunningham,cunniaa01,8186,Aaron Cunningham,OF,cunna001,Aaron Cunningham,8/31/2008,8186,Aaron Cunningham,LF,
421685,Aaron Harang,P,PHI,Philadelphia Phillies,R,R,1978,932,haranaa01,Aaron Harang,306411,Aaron Harang,SP,5181,Aaron Harang,SP,1451,Aaron Harang,haranaa01,6936,Aaron Harang,P,haraa001,Aaron Harang,5/25/2002,6936,Aaron Harang,SP,
543305,Aaron Hicks,RF,NYY,New York Yankees,S,R,1989,57967,hicksaa01,Aaron Hicks,1669559,Aaron Hicks,RF,31253,Aaron Hicks,RF,5297,Aaron Hicks,hicksaa01,9325,Aaron Hicks,CF,hicka001,Aaron Hicks,4/1/2013,9325,Aaron Hicks,CF/RF,LF2
431094,Aaron Hill,3B,BOS,Boston Red Sox,R,R,1982,45430,hillaa01,Aaron Hill,484952,Aaron Hill,2B,6190,Aaron Hill,3B,6104,Aaron Hill,hillaa01,7483,Aaron Hill,3B,hilla001,Aaron Hill,5/20/2005,7483,Aaron Hill,3B/2B,2B3
444836,Aaron Laffey,P,COL,Colorado Rockies,L,L,1985,46279,laffeaa01,Aaron Laffey,1200054,Aaron Laffey,RP,28835,Aaron Laffey,SP,6248,Aaron Laffey,laffeaa01,8075,Aaron Laffey,P,laffa001,Aaron Laffey,8/4/2007,8075,Aaron Laffey,RP/SP,
571901,Aaron Loup,P,TOR,Toronto Blue Jays,L,L,1987,60619,loupaa01,Aaron Loup,1960798,Aaron Loup,RP,32397,Aaron Loup,RP,10343,Aaron Loup,loupaa01,9236,Aaron Loup,P,loupa001,Aaron Loup,7/14/2012,9236,Aaron Loup,RP,
605400,Aaron Nola,P,PHI,Philadelphia Phillies,R,R,1993,70943,nolaaa01,Aaron Nola,2133925,Aaron Nola,SP,33709,Aaron Nola,SP,16149,Aaron Nola,,9882,Aaron Nola,P,nolaa001,Aaron Nola,7/21/2015,9882,Aaron Nola,SP,
519145,Aaron Poreda,P,TEX,Texas Rangers,L,L,1986,57147,poredaa01,Aaron Poreda,1629160,Aaron Poreda,SP,30009,Aaron Poreda,RP,4313,Aaron Poreda,poredaa01,8391,Aaron Poreda,P,porea001,Aaron Poreda,6/12/2009,8391,Aaron Poreda,RP,
592717,Aaron Sanchez,P,TOR,Toronto Blue Jays,R,R,1992,67107,sanchaa01,Aaron Sanchez,1757987,Aaron Sanchez,SP,31254,Aaron Sanchez,SP,11490,Aaron Sanchez,sanchaa01,9635,Aaron Sanchez,P,sanca006,Aaron Sanchez,7/23/2014,9635,Aaron Sanchez,SP/RP,SP2
457744,Aaron Thompson,P,MIN,Minnesota Twins,L,L,1987,49018,thompaa01,Aaron Thompson,1199460,Aaron Thompson,RP,29775,Aaron Thompson,RP,999,Aaron Thompson,thompaa01,9025,Aaron Thompson,P,thoma003,Aaron Thompson,8/24/2011,9025,Aaron Thompson,RP,
593582,Abel De Los Santos,P,CIN,Cincinnati Reds,R,R,1992,67361,delosab01,Abel De Los Santos,2179143,Abel De Los Santos,RP,34823,Abel De Los Santos,RP,12962,Abel De Los Santos,,10028,Abel De los Santos,P,deloa001,Abel de los Santos,7/21/2015,10028,Abel De los Santos,RP,
501659,Abraham Almonte,CF,CLE,Cleveland Indians,S,R,1989,50910,almonab01,Abraham Almonte,1813191,Abraham Almonte,RF,31474,Abraham Almonte,RF,5486,Abraham Almonte,almonab01,9506,Abraham Almonte,RF,almoa001,Abraham Almonte,8/30/2013,9506,Abraham Almonte,CF/RF,LF4
606167,Adalberto Mejia,P,MIN,Minnesota Twins,R,L,1993,69644,,,2117045,Adalberto Mejia,SP,33198,Adalberto Mejia,SP,sa596976,Adalberto Mejia,,9891,Adalberto Mejia,P,,,2/2/2222,9891,Adalberto Mejia,RP,
543045,Adam Conley,P,MIA,Miami Marlins,L,L,1990,70300,conlead01,Adam Conley,2042428,Adam Conley,SP,32669,Adam Conley,SP,14457,Adam Conley,,9993,Adam Conley,P,conla001,Adam Conley,6/10/2015,9993,Adam Conley,SP/RP,SP2
594807,Adam Duvall,LF,CIN,Cincinnati Reds,R,R,1988,67744,duvalad01,Adam Duvall,2042091,Adam Duvall,LF,32664,Adam Duvall,LF,10950,Adam Duvall,duvalad01,9747,Adam Duvall,LF,duvaa001,Adam Duvall,6/26/2014,9747,Adam Duvall,LF/1B,LF2
